gene_id,SRR21159093,SRR21159098
gene-PICK1|PICK1,551,4787
gene-POLR2F|POLR2F,282,827
gene-MICALL1|MICALL1,918,4240
gene-C1H22orf23|C1H22orf23,32,14
gene-ANKRD54|ANKRD54,1666,4203
gene-GALR3|GALR3,282,1810
gene-EIF3L|EIF3L,10118,8616
gene-LOC123348380|LOC123348380,13,10
gene-GCAT|GCAT,13156,2115
gene-LOC123348456|LOC123348456,9,93
gene-LOC123348413|LOC123348413,2951,224
gene-LOC123348333|LOC123348333,20,21
gene-LGALS1|LGALS1,19,210
gene-NOL12|NOL12,504,5422
gene-LOC123348222|LOC123348222,1307,13765
gene-SH3BP1|SH3BP1,320,1540
gene-LGALS2|LGALS2,63,34
gene-GGA1|GGA1,1450,2042
gene-CDC42EP1|CDC42EP1,1306,248
gene-LOC123348464|LOC123348464,338,498
gene-CYTH4|CYTH4,84,0
gene-RAC2|RAC2,2501,63
gene-IL2RB|IL2RB,222,32
gene-SSTR3|SSTR3,0,46
gene-C1QTNF6|C1QTNF6,1279,2490
gene-MPST|MPST,660,987
gene-TMPRSS6|TMPRSS6,5344,8
gene-KCTD17|KCTD17,189,398
gene-LOC123368615|LOC123368615,0,0
gene-LOC123368612|LOC123368612,0,9
gene-LOC123368609|LOC123368609,54,9
gene-CSF2RB|CSF2RB,536,14
gene-NCF4|NCF4,70,4
gene-TST|TST,6169,39
gene-TEX33|TEX33,578,17
gene-IFT27|IFT27,38,1000
gene-CACNG2|CACNG2,4,142
gene-FOXRED2|FOXRED2,467,143
gene-EIF3D|EIF3D,4010,5024
gene-LOC123361904|LOC123361904,104,20
gene-TXN2|TXN2,2547,3710
gene-LOC123348790|LOC123348790,53,35
gene-MYH9|MYH9,8329,47498
gene-RBFOX2|RBFOX2,838,2243
gene-MCM5|MCM5,44,9488
gene-LOC123362248|LOC123362248,244,14
gene-MB|MB,7,31
gene-LOC123372231|LOC123372231,0,0
gene-RASD2|RASD2,44,1162
gene-HMOX1|HMOX1,5119,4958
gene-LOC123348916|LOC123348916,201,20
gene-TOM1|TOM1,1561,2813
gene-HMGXB4|HMGXB4,502,134
gene-LOC123349199|LOC123349199,277,42
gene-LARGE1|LARGE1,1941,634
gene-SYN3|SYN3,22,57
gene-TIMP3|TIMP3,1716,2847
gene-BPIFC|BPIFC,0,1336
gene-LOC123349207|LOC123349207,222,102
gene-FBXO7|FBXO7,2005,5808
gene-RTCB|RTCB,1611,6754
gene-PRDM4|PRDM4,319,1271
gene-PWP1|PWP1,487,4623
gene-BTBD11|BTBD11,147,1889
gene-MTERF2|MTERF2,279,33
gene-LOC123349311|LOC123349311,0,4
gene-CRY1|CRY1,1640,3775
gene-LOC123349305|LOC123349305,18,23
gene-TMEM263|TMEM263,437,2564
gene-RIC8B|RIC8B,1130,12602
gene-POLR3B|POLR3B,168,1086
gene-CKAP4|CKAP4,215,3838
gene-TCP11L2|TCP11L2,1734,838
gene-NUAK1|NUAK1,808,209
gene-ALDH1L2|ALDH1L2,116,163
gene-NOPCHAP1|NOPCHAP1,735,3157
gene-SLC41A2|SLC41A2,329,70
gene-APPL2|APPL2,3998,4251
gene-WASHC4|WASHC4,1122,3551
gene-TXNRD1|TXNRD1,326,3648
gene-CHST11|CHST11,11,2250
gene-NFYB|NFYB,640,377
gene-LOC123349560|LOC123349560,29,9
gene-HCFC2|HCFC2,469,431
gene-GLT8D2|GLT8D2,7,14
gene-TDG|TDG,536,2284
gene-C1H12orf73|C1H12orf73,219,860
gene-NT5DC3|NT5DC3,81,237
gene-HSP90B1|HSP90B1,2751,38550
gene-LOC123368410|LOC123368410,17,74
gene-LOC123346624|LOC123346624,6,0
gene-STAB2|STAB2,1980,182
gene-LOC123361024|LOC123361024,9,33
gene-LOC123361035|LOC123361035,34,17
gene-IGF1|IGF1,127,5
gene-PMCH|PMCH,0,0
gene-LOC123349886|LOC123349886,11,1019
gene-LOC123349927|LOC123349927,11,0
gene-NUP37|NUP37,154,1648
gene-WASHC3|WASHC3,1261,2264
gene-PAH|PAH,18090,8
gene-DRAM1|DRAM1,240,29
gene-GNPTAB|GNPTAB,2568,2291
gene-SPIC|SPIC,0,23
gene-MYBPC1|MYBPC1,0,183
gene-SYCP3|SYCP3,257,220
gene-CHPT1|CHPT1,272,499
gene-LOC123351888|LOC123351888,458,1190
gene-TBXAS1|TBXAS1,659,2399
gene-LOC123350210|LOC123350210,0,0
gene-SVOPL|SVOPL,0,0
gene-ATP6V0A4|ATP6V0A4,0,24
gene-TMEM213|TMEM213,90,37
gene-KIAA1549|KIAA1549,190,2370
gene-HIPK2|HIPK2,3059,2171
gene-LOC123350249|LOC123350249,0,0
gene-TRIM24|TRIM24,2766,8192
gene-LOC123350310|LOC123350310,3,6
gene-AKR1D1|AKR1D1,2093,9706
gene-KDM7A|KDM7A,469,1815
gene-LOC123350443|LOC123350443,1663,4157
gene-LOC123350429|LOC123350429,2234,14
gene-LOC123350461|LOC123350461,127,11
gene-LOC123344319|LOC123344319,52,0
gene-RAB19|RAB19,9,2283
gene-SLC37A3|SLC37A3,389,2509
gene-LOC123347753|LOC123347753,22,0
gene-MKRN1|MKRN1,430,6560
gene-LOC123350618|LOC123350618,523,302
gene-LOC123350634|LOC123350634,10,0
gene-DENND2A|DENND2A,200,71
gene-MRPS33|MRPS33,237,1629
gene-LOC123350747|LOC123350747,114,152
gene-LOC123350662|LOC123350662,137,78
gene-BRAF|BRAF,1267,1896
gene-ADCK2|ADCK2,372,3790
gene-NDUFB2|NDUFB2,200,95
gene-TMEM178B|TMEM178B,4,355
gene-WEE2|WEE2,11,34090
gene-AGK|AGK,555,1976
gene-DENND11|DENND11,436,5153
gene-SSBP1|SSBP1,328,2127
gene-CREB3L2|CREB3L2,426,1458
gene-PTN|PTN,0,157
gene-CHRM2|CHRM2,44,296
gene-LOC123360278|LOC123360278,0,0
gene-LOC123372125|LOC123372125,58,14
gene-LOC123350868|LOC123350868,0,0
gene-MTPN|MTPN,876,4568
gene-SLC13A4|SLC13A4,0,0
gene-STMP1|STMP1,1617,8005
gene-PKP2|PKP2,1612,845
gene-LOC123361909|LOC123361909,406,74
gene-LOC123361910|LOC123361910,79,0
gene-YARS2|YARS2,602,1097
gene-DNM1L|DNM1L,1500,5110
gene-FGD4|FGD4,817,4821
gene-LOC123351119|LOC123351119,0,0
gene-BICD1|BICD1,16,626
gene-LOC123351126|LOC123351126,0,0
gene-LOC123351112|LOC123351112,7,0
gene-RESF1|RESF1,4803,3751
gene-AMN1|AMN1,158,725
gene-LOC123351238|LOC123351238,12,3
gene-LOC123351243|LOC123351243,5,1
gene-ETFBKMT|ETFBKMT,66,581
gene-SINHCAF|SINHCAF,441,9426
gene-CAPRIN2|CAPRIN2,125,52291
gene-LOC123351362|LOC123351362,0,2
gene-DENND5B|DENND5B,2162,15521
gene-IPO8|IPO8,1081,3387
gene-LOC123344732|LOC123344732,6,10
gene-OVCH1|OVCH1,193,4026
gene-TMTC1|TMTC1,91,298
gene-LOC123351446|LOC123351446,1834,310
gene-LOC123351474|LOC123351474,21,88
gene-IQSEC3|IQSEC3,25,51
gene-WASHC1|WASHC1,376,2308
gene-DDX11|DDX11,185,3554
gene-CCDC77|CCDC77,234,1671
gene-KDM5A|KDM5A,1024,4462
gene-B4GALNT3|B4GALNT3,10,65
gene-NINJ2|NINJ2,0,15
gene-LOC123366513|LOC123366513,0,10
gene-LOC123351565|LOC123351565,24,82
gene-LOC123351519|LOC123351519,933,122
gene-LOC123351576|LOC123351576,218,105
gene-LOC123351545|LOC123351545,30,149
gene-LOC123361736|LOC123361736,36,7
gene-LOC123351594|LOC123351594,8,0
gene-LOC123351602|LOC123351602,5,0
gene-LOC123351589|LOC123351589,129,307
gene-LOC123378074|LOC123378074,106,15
gene-LOC123351556|LOC123351556,306,29
gene-WNK1|WNK1,3799,21041
gene-WNT5B|WNT5B,15,69
gene-FBXL14|FBXL14,213,301
gene-RAD52|RAD52,74,849
gene-ERC1|ERC1,435,535
gene-ADIPOR2|ADIPOR2,1680,13795
gene-DCP1B|DCP1B,425,3402
gene-LOC123351874|LOC123351874,0,0
gene-CACNA1C|CACNA1C,104,206
gene-IL17RA|IL17RA,2130,1635
gene-HDHD5|HDHD5,283,14381
gene-ADA2|ADA2,183,88
gene-LOC123361892|LOC123361892,0,7
gene-LOC123354585|LOC123354585,19,3229
gene-SLC25A18|SLC25A18,2404,1478
gene-ATP6V1E1|ATP6V1E1,601,3472
gene-LOC123352056|LOC123352056,160,228
gene-LOC123352078|LOC123352078,15,22
gene-LOC123352091|LOC123352091,8,13
gene-BCL2L13|BCL2L13,7341,4859
gene-BID|BID,733,1719
gene-MICAL3|MICAL3,877,6601
gene-PEX26|PEX26,294,6556
gene-LOC123352233|LOC123352233,484,19484
gene-BPGM|BPGM,606,8896
gene-LOC123352135|LOC123352135,1451,197
gene-LOC123355521|LOC123355521,359,36
gene-USP18|USP18,1064,87
gene-LOC123352182|LOC123352182,1480,32
gene-LOC123352169|LOC123352169,10617,280
gene-LOC123362211|LOC123362211,113,2551
gene-LOC123352333|LOC123352333,0,36322
gene-LOC123352345|LOC123352345,0,41546
gene-LOC123352337|LOC123352337,4,31189
gene-LOC123352352|LOC123352352,0,31649
gene-PTPRO|PTPRO,76,822
gene-CALD1|CALD1,7932,5738
gene-LOC123362191|LOC123362191,1583,846
gene-EPS8|EPS8,2466,7567
gene-LOC123357033|LOC123357033,1981,6867
gene-DERA|DERA,386,620
gene-LOC123359120|LOC123359120,0,7
gene-RERGL|RERGL,105,402
gene-LOC123345139|LOC123345139,24,147
gene-MGST1|MGST1,15478,4895
gene-PLEKHA5|PLEKHA5,653,5767
gene-AEBP2|AEBP2,1648,1213
gene-PDE3A|PDE3A,62,2184
gene-LOC123352582|LOC123352582,0,8
gene-LOC123352585|LOC123352585,0,0
gene-LOC123352644|LOC123352644,19035,0
gene-LOC123352671|LOC123352671,3679,149
gene-SLCO1A2|SLCO1A2,509,0
gene-PYROXD1|PYROXD1,424,2573
gene-RECQL|RECQL,271,4566
gene-GOLT1B|GOLT1B,404,1274
gene-BCAT1|BCAT1,203,2967
gene-SOX5|SOX5,959,662
gene-LOC123362339|LOC123362339,0,0
gene-LOC123352758|LOC123352758,4,13
gene-ST8SIA1|ST8SIA1,27,926
gene-CMAS|CMAS,477,2753
gene-KCNJ8|KCNJ8,28,33
gene-LOC123355824|LOC123355824,0,5
gene-ABCC9|ABCC9,91,383
gene-ETNK1|ETNK1,3887,1107
gene-C2CD5|C2CD5,909,2380
gene-LDHB|LDHB,10962,4447
gene-SPX|SPX,193,21
gene-GYS2|GYS2,4730,4560
gene-LOC123352982|LOC123352982,9,0
gene-LMNTD1|LMNTD1,24,168
gene-IRAG2|IRAG2,209,23911
gene-DNAI7|DNAI7,46,31
gene-KRAS|KRAS,970,1387
gene-ETFRF1|ETFRF1,274,178
gene-LOC123353067|LOC123353067,0,0
gene-RASSF8|RASSF8,341,4475
gene-BHLHE41|BHLHE41,661,552
gene-SSPN|SSPN,27,1376
gene-LOC123353121|LOC123353121,0,24
gene-ITPR2|ITPR2,617,2229
gene-MED21|MED21,212,3825
gene-STK38L|STK38L,306,1918
gene-INTS13|INTS13,1069,4539
gene-FGFR1OP2|FGFR1OP2,438,2680
gene-TM7SF3|TM7SF3,456,14962
gene-ARNTL2|ARNTL2,2914,484
gene-PPFIBP1|PPFIBP1,676,1212
gene-A4GALT|A4GALT,162,268
gene-LOC123353352|LOC123353352,3530,1501
gene-LOC123353360|LOC123353360,9,0
gene-LOC123353391|LOC123353391,314,679
gene-ARFGAP3|ARFGAP3,2099,3143
gene-PACSIN2|PACSIN2,393,4455
gene-TTLL1|TTLL1,238,729
gene-MCAT|MCAT,206,1310
gene-TSPO|TSPO,1416,197
gene-TTLL12|TTLL12,1061,5380
gene-EFCAB6|EFCAB6,0,136
gene-SCUBE1|SCUBE1,13,363
gene-LOC123360610|LOC123360610,20,1008
gene-LOC123360656|LOC123360656,0,0
gene-SAMM50|SAMM50,1016,10990
gene-PARVB|PARVB,895,1580
gene-LOC123378082|LOC123378082,1,5
gene-PARVG|PARVG,356,45
gene-LOC123368522|LOC123368522,0,0
gene-SHISAL1|SHISAL1,0,60
gene-PRR5|PRR5,542,2009
gene-LOC123353671|LOC123353671,23,767
gene-LOC123353677|LOC123353677,0,0
gene-ARHGAP8|ARHGAP8,441,185
gene-PHF21B|PHF21B,213,238
gene-NUP50|NUP50,715,3562
gene-UPK3A|UPK3A,8,40482
gene-KIAA0930|KIAA0930,946,4041
gene-RIBC2|RIBC2,17,234
gene-FAM118A|FAM118A,221,1388
gene-SMC1B|SMC1B,26,3356
gene-LOC123355938|LOC123355938,10,0
gene-ATXN10|ATXN10,238,1394
gene-FBLN1|FBLN1,5317,1496
gene-LOC123354035|LOC123354035,440,117
gene-CDPF1|CDPF1,304,442
gene-LOC123354080|LOC123354080,43,23
gene-PPARA|PPARA,5127,228
gene-LOC123354105|LOC123354105,1779,17
gene-PKDREJ|PKDREJ,776,94
gene-LOC123354138|LOC123354138,1226,1511
gene-LOC123354155|LOC123354155,3461,735
gene-ETV6|ETV6,448,613
gene-BCL2L14|BCL2L14,492,7224
gene-MANSC1|MANSC1,9,182
gene-BORCS5|BORCS5,304,1185
gene-LRP6|LRP6,713,719
gene-DUSP16|DUSP16,681,9420
gene-CREBL2|CREBL2,2264,2772
gene-LOC123354257|LOC123354257,506,72
gene-LOC123354267|LOC123354267,24,0
gene-LOC123360603|LOC123360603,0,0
gene-CDKN1B|CDKN1B,623,165
gene-LOC123360597|LOC123360597,100,30
gene-MANSC4|MANSC4,304,35
gene-KLHL42|KLHL42,288,1599
gene-CCDC91|CCDC91,279,598
gene-LOC123354280|LOC123354280,0,207
gene-LOC123354294|LOC123354294,0,0
gene-MRPS35|MRPS35,374,5570
gene-LOC123345780|LOC123345780,11,0
gene-LOC123361708|LOC123361708,30,0
gene-LOC123354427|LOC123354427,9,11443
gene-FAR2|FAR2,200,443
gene-LOC123354441|LOC123354441,3,0
gene-LOC123354440|LOC123354440,44,48
gene-LOC123345875|LOC123345875,135,109
gene-LOC123354406|LOC123354406,32,444
gene-TRNAY-GUA|TRNAY-GUA,0,0
gene-LOC123354433|LOC123354433,132,26
gene-LOC123354394|LOC123354394,28,440
gene-CD9|CD9,1246,1732
gene-LOC123345998|LOC123345998,10,1
gene-LOC123343448|LOC123343448,6,5
gene-NTF3|NTF3,0,483
gene-LOC123347164|LOC123347164,87,6
gene-LOC123363537|LOC123363537,162,0
gene-GALNT8|GALNT8,10,16
gene-LOC123367487|LOC123367487,0,0
gene-NDUFA9|NDUFA9,1579,2534
gene-LOC123354473|LOC123354473,0,239
gene-ANO2|ANO2,0,965
gene-LOC123378099|LOC123378099,0,0
gene-LOC123354477|LOC123354477,0,10
gene-VWF|VWF,201,584
gene-FGF23|FGF23,57,49
gene-CCND2|CCND2,555,187
gene-TIGAR|TIGAR,152,1839
gene-DYRK4|DYRK4,7,0
gene-PARP11|PARP11,248,1155
gene-C1H12orf4|C1H12orf4,405,4427
gene-RAD51AP1|RAD51AP1,1894,1426
gene-CRACR2A|CRACR2A,26,203
gene-TSPAN11|TSPAN11,8,42
gene-TSPAN9|TSPAN9,1745,603
gene-RHNO1|RHNO1,3,1898
gene-FOXM1|FOXM1,9,5074
gene-TEAD4|TEAD4,559,591
gene-TULP3|TULP3,263,318
gene-ITFG2|ITFG2,170,1666
gene-TEX52|TEX52,0,7
gene-NRIP2|NRIP2,62,124
gene-LOC123356683|LOC123356683,19,21
gene-FKBP4|FKBP4,1269,3994
gene-LOC123345404|LOC123345404,11,0
gene-LOC123349706|LOC123349706,26,482
gene-LOC123345401|LOC123345401,13,0
gene-LOC123355118|LOC123355118,477,1446
gene-LOC123355174|LOC123355174,211,85
gene-LOC123346137|LOC123346137,0,0
gene-LOC123353955|LOC123353955,6,0
gene-LOC123344599|LOC123344599,59,5
gene-NECAP1|NECAP1,2070,10470
gene-FOXJ2|FOXJ2,1699,2148
gene-LOC123355396|LOC123355396,505,32
gene-LOC123365627|LOC123365627,8,519
gene-MFAP5|MFAP5,40,104
gene-LOC123355412|LOC123355412,1299,195
gene-LOC123346221|LOC123346221,191,42
gene-A2ML1|A2ML1,37,1903
gene-LOC123355584|LOC123355584,26,0
gene-RIMKLB|RIMKLB,304,568
gene-LOC123355677|LOC123355677,0,0
gene-LOC123346559|LOC123346559,1,23
gene-LOC123355689|LOC123355689,369,0
gene-LOC123355703|LOC123355703,167,0
gene-LOC123355719|LOC123355719,17,0
gene-LOC123355725|LOC123355725,17,0
gene-LOC123355555|LOC123355555,122831,19
gene-LOC123347186|LOC123347186,4,0
gene-LOC123346978|LOC123346978,0,0
gene-LOC123355764|LOC123355764,6,0
gene-LOC123346871|LOC123346871,5,2
gene-LOC123374005|LOC123374005,31,45
gene-LOC123347452|LOC123347452,13,0
gene-LOC123347352|LOC123347352,0,0
gene-LOC123347264|LOC123347264,0,22
gene-LOC123355760|LOC123355760,36,54
gene-LOC123355767|LOC123355767,1904,341
gene-LOC123355886|LOC123355886,209,77
gene-TAPBPL|TAPBPL,380,118
gene-LOC123348647|LOC123348647,42,67
gene-LOC123355916|LOC123355916,0,0
gene-LOC123355839|LOC123355839,0,0
gene-LOC123348125|LOC123348125,11,0
gene-LOC123355875|LOC123355875,1193,30
gene-LOC123348188|LOC123348188,42,0
gene-LOC123343721|LOC123343721,69,51
gene-LOC123378672|LOC123378672,0,1186
gene-LOC123361735|LOC123361735,13,9
gene-LOC123348872|LOC123348872,0,0
gene-TMEM52B|TMEM52B,0,53
gene-LOC123355845|LOC123355845,1669,250
gene-LOC123355870|LOC123355870,0,0
gene-LOC123355924|LOC123355924,0,0
gene-LOC123355865|LOC123355865,0,299
gene-LOC123347552|LOC123347552,37,76
gene-LOC123355832|LOC123355832,222,130
gene-LOC123347658|LOC123347658,86,14
gene-LOC123347765|LOC123347765,104,4
gene-LOC123347956|LOC123347956,7,0
gene-LOC123355883|LOC123355883,1273,0
gene-GABARAPL1|GABARAPL1,2991,2606
gene-LOC123348954|LOC123348954,0,0
gene-LOC123353557|LOC123353557,3,0
gene-LOC123367738|LOC123367738,0,57
gene-LOC123348123|LOC123348123,0,17
gene-LOC123362005|LOC123362005,0,13
gene-LOC123348116|LOC123348116,6,25
gene-LOC123348119|LOC123348119,0,47
gene-SYCE3|SYCE3,0,91
gene-PHC1|PHC1,851,10071
gene-KLRG1|KLRG1,297,18
gene-LOC123346659|LOC123346659,0,0
gene-LOC123355778|LOC123355778,0,0
gene-LOC123355543|LOC123355543,21660,349
gene-M6PR|M6PR,1786,1172
gene-A2M|A2M,53790,54
gene-LOC123355747|LOC123355747,106225,160
gene-LOC123349210|LOC123349210,0,0
gene-LOC123368152|LOC123368152,38,0
gene-LOC123368397|LOC123368397,129,0
gene-LOC123355264|LOC123355264,5,0
gene-YBX3|YBX3,15506,4028
gene-LOC123349336|LOC123349336,0,0
gene-LOC123356203|LOC123356203,1433,259
gene-LOC123356260|LOC123356260,69,64
gene-LOC123356366|LOC123356366,87,12
gene-LOC123366406|LOC123366406,39,5
gene-LOC123366727|LOC123366727,393,19
gene-LOC123356345|LOC123356345,11,10
gene-LOC123356382|LOC123356382,0,0
gene-LOC123356364|LOC123356364,6,2
gene-LOC123356400|LOC123356400,27,0
gene-LOC123356326|LOC123356326,4,0
gene-LOC123356331|LOC123356331,10,0
gene-LOC123356337|LOC123356337,0,0
gene-LOC123349882|LOC123349882,17,0
gene-LOC123356316|LOC123356316,113,0
gene-LOC123350179|LOC123350179,13,0
gene-LOC123350456|LOC123350456,4,0
gene-LOC123349949|LOC123349949,343,7
gene-LOC123350040|LOC123350040,0,0
gene-LOC123350108|LOC123350108,0,0
gene-LOC123356447|LOC123356447,0,2939
gene-LOC123356462|LOC123356462,12,517
gene-LOC123356416|LOC123356416,0,0
gene-TRNAG-UCC|TRNAG-UCC,0,0
gene-LOC123356409|LOC123356409,0,0
gene-TRNAC-GCA-2|TRNAC-GCA,0,0
gene-TRNAT-AGU|TRNAT-AGU,0,0
gene-LOC123356352|LOC123356352,0,0
gene-LOC123356218|LOC123356218,299,147
gene-LOC123356267|LOC123356267,255,17
gene-LOC123356404|LOC123356404,26,3
gene-LOC123356393|LOC123356393,6,0
gene-LOC123356299|LOC123356299,1366,186
gene-LOC123356251|LOC123356251,86,93
gene-LOC123356387|LOC123356387,35,0
gene-LOC123356240|LOC123356240,400,45
gene-TRNAC-GCA-3|TRNAC-GCA,1,0
gene-TRNAV-AAC|TRNAV-AAC,2,0
gene-LOC123356377|LOC123356377,658,171
gene-LOC123349438|LOC123349438,380,77
gene-LOC123356257|LOC123356257,867,76
gene-LOC123356221|LOC123356221,573,60
gene-KEL|KEL,620,7
gene-LOC123356423|LOC123356423,8,0
gene-LOC123350707|LOC123350707,10,0
gene-LOC123356491|LOC123356491,7,3
gene-LOC123356529|LOC123356529,10,0
gene-LOC123356538|LOC123356538,0,0
gene-LOC123356518|LOC123356518,0,0
gene-LOC123356505|LOC123356505,0,0
gene-LOC123356431|LOC123356431,10,0
gene-EPHA1|EPHA1,1437,219
gene-ZYX|ZYX,1086,12740
gene-CASP2|CASP2,282,178
gene-LOC123356689|LOC123356689,7,315
gene-LOC123356755|LOC123356755,15,0
gene-GSTK1|GSTK1,3417,1993
gene-PEX5|PEX5,1535,2110
gene-RBP5|RBP5,83,53
gene-LOC123357013|LOC123357013,631,2983
gene-CLSTN3|CLSTN3,73,2592
gene-C1R|C1R,17887,607
gene-C1S|C1S,27187,379
gene-LPCAT3|LPCAT3,489,957
gene-EMG1|EMG1,1455,2091
gene-PHB2|PHB2,7548,5822
gene-LOC123362303|LOC123362303,6,2
gene-LRRC23|LRRC23,23,79
gene-C1H12orf57|C1H12orf57,484,247
gene-LOC123357144|LOC123357144,0,14
gene-LOC123362326|LOC123362326,0,1
gene-ATN1|ATN1,429,1019
gene-PTPN6|PTPN6,1390,316
gene-CDCA3|CDCA3,26,2950
gene-GPR162|GPR162,4,35
gene-P3H3|P3H3,75,120
gene-USP5|USP5,593,3328
gene-LAG3|LAG3,4,34
gene-CD4|CD4,64,0
gene-TPI1|TPI1,5371,24201
gene-PTMS|PTMS,1573,301
gene-MLF2|MLF2,4040,4153
gene-LOC123350936|LOC123350936,22,55
gene-COPS7A|COPS7A,2779,3609
gene-ZNF384|ZNF384,2203,3550
gene-ING4|ING4,1329,3012
gene-LPAR5|LPAR5,172,2337
gene-CHD4|CHD4,2136,35338
gene-LOC123362297|LOC123362297,0,0
gene-NOP2|NOP2,929,6035
gene-IFFO1|IFFO1,203,7952
gene-VAMP1|VAMP1,24,17
gene-NCAPD2|NCAPD2,540,6864
gene-LOC123362304|LOC123362304,0,0
gene-MRPL51|MRPL51,248,456
gene-KPNA1|KPNA1,1935,2498
gene-FAM162A|FAM162A,1278,2088
gene-MIX23|MIX23,512,1138
gene-GAPDH|GAPDH,58761,11537
gene-LOC123366304|LOC123366304,1041,55
gene-LOC123358282|LOC123358282,93,0
gene-LOC123358307|LOC123358307,61,0
gene-LOC123358318|LOC123358318,158,0
gene-LOC123358266|LOC123358266,66,0
gene-LOC123358344|LOC123358344,2307,1118
gene-LOC123344632|LOC123344632,276,0
gene-LOC123377896|LOC123377896,13574,42
gene-LOC123362262|LOC123362262,5815,24
gene-LOC123369944|LOC123369944,682,69
gene-CASR|CASR,738,28
gene-LOC123358375|LOC123358375,204,0
gene-LOC123358512|LOC123358512,0,0
gene-LOC123358465|LOC123358465,316,495
gene-LOC123358430|LOC123358430,74,35
gene-LOC123358504|LOC123358504,59,0
gene-LOC123358402|LOC123358402,0,0
gene-MAN1A2|MAN1A2,270,171
gene-HAO2|HAO2,1335,0
gene-WARS2|WARS2,947,2571
gene-TBX15|TBX15,3,204
gene-LOC123358737|LOC123358737,0,40
gene-LOC123358753|LOC123358753,0,47
gene-SPAG17|SPAG17,0,224
gene-LOC123358764|LOC123358764,0,0
gene-TENT5C|TENT5C,51,25838
gene-DUSP12|DUSP12,214,1377
gene-WDR3|WDR3,399,3493
gene-GDAP2|GDAP2,824,5283
gene-ATP6V1A|ATP6V1A,1047,13143
gene-NAA50|NAA50,1767,16450
gene-SIDT1|SIDT1,210,1521
gene-USF3|USF3,644,540
gene-SPICE1|SPICE1,564,6467
gene-LOC123359010|LOC123359010,4,0
gene-TRIM45|TRIM45,319,573
gene-CTC1|CTC1,944,2057
gene-POLQ|POLQ,92,2534
gene-METTL16|METTL16,933,3391
gene-TNFRSF1A|TNFRSF1A,2258,633
gene-LOC123359223|LOC123359223,28,109
gene-STXBP5L|STXBP5L,505,684
gene-GTF2E1|GTF2E1,501,2975
gene-RABL3|RABL3,199,743
gene-NDUFB4|NDUFB4,695,1209
gene-FSTL1|FSTL1,1220,1335
gene-HGD|HGD,18018,58
gene-LRRC58|LRRC58,678,4237
gene-GPR156|GPR156,1075,362
gene-LOC123359657|LOC123359657,0,2
gene-GSK3B|GSK3B,1028,1544
gene-CFAP91|CFAP91,32,1865
gene-LOC123359704|LOC123359704,3685,0
gene-LOC123359730|LOC123359730,47,0
gene-LOC123361957|LOC123361957,98,222
gene-POPDC2|POPDC2,18,4
gene-LOC123359741|LOC123359741,6875,426
gene-PLA1A|PLA1A,4346,11
gene-CD58|CD58,1583,256
gene-MAB21L3|MAB21L3,102,18
gene-SLC22A15|SLC22A15,180,1995
gene-ATP1A1|ATP1A1,4561,11510
gene-VANGL1|VANGL1,415,9202
gene-TMEM39A|TMEM39A,595,3610
gene-CHD1L|CHD1L,668,6225
gene-LOC123360433|LOC123360433,5687,8983
gene-LOC123360004|LOC123360004,20,87
gene-B4GALT4|B4GALT4,171,487
gene-LOC123360495|LOC123360495,256,1666
gene-ARHGAP31|ARHGAP31,672,657
gene-IGSF11|IGSF11,55,682
gene-TIGIT|TIGIT,0,14
gene-DRD3|DRD3,0,19
gene-ZBTB20|ZBTB20,149,106
gene-LOC123361273|LOC123361273,0,8
gene-QTRT2|QTRT2,147,1559
gene-CCDC191|CCDC191,620,3015
gene-LOC123361437|LOC123361437,3,0
gene-ZDHHC23|ZDHHC23,659,543
gene-LOC123347192|LOC123347192,0,0
gene-LOC123347187|LOC123347187,4,3
gene-LOC123361475|LOC123361475,0,0
gene-LOC123361464|LOC123361464,8,0
gene-GRAMD1C|GRAMD1C,0,3827
gene-GPR15|GPR15,6,0
gene-CLDND1|CLDND1,396,2594
gene-ILDR1|ILDR1,63,4351
gene-LOC123361548|LOC123361548,3935,0
gene-CFAP44|CFAP44,267,1003
gene-BOC|BOC,251,10551
gene-NEPRO|NEPRO,100,2176
gene-LOC123361634|LOC123361634,1,3
gene-TAF13|TAF13,203,1661
gene-LOC123366944|LOC123366944,65,148
gene-LOC123361638|LOC123361638,59,46
gene-LOC123361640|LOC123361640,55,241
gene-GTPBP8|GTPBP8,336,79
gene-CCDC80|CCDC80,1049,530
gene-SLC35A5|SLC35A5,276,1064
gene-ATG3|ATG3,1731,9610
gene-SLC19A2|SLC19A2,899,5868
gene-CCDC181|CCDC181,89,3189
gene-LOC123361648|LOC123361648,977,966
gene-LOC123361647|LOC123361647,7018,2290
gene-LOC123344126|LOC123344126,97,12
gene-DPT|DPT,748,113
gene-BLZF1|BLZF1,867,3302
gene-NME7|NME7,20,497
gene-ATP1B1|ATP1B1,330,9700
gene-LOC123352227|LOC123352227,0,0
gene-LOC123368871|LOC123368871,0,6
gene-SFT2D2|SFT2D2,94,652
gene-TRNAD-GUC-10|TRNAD-GUC,1,0
gene-TRNAD-GUC-12|TRNAD-GUC,2,0
gene-GPR161|GPR161,58,40
gene-TRNAD-GUC-16|TRNAD-GUC,1,0
gene-TRNAD-GUC-21|TRNAD-GUC,1,0
